PIN,Address,Sq. Ft.,Ward,Community Area Name,Zoning Classification,Location
20-21-111-016-0000,6434 S PARNELL AVE,0,20,ENGLEWOOD,RT-4,"(41.77697155, -87.6390085)"
20-20-202-004-0000,1051 W 63RD ST,0,16,ENGLEWOOD,C1-2,"(41.7793908, -87.65161754)"
20-16-311-018-0000,526 W 60TH PL,6637,20,ENGLEWOOD,RS-3,"(41.78463214, -87.63870697)"
20-21-113-032-0000,6442 S EGGLESTON AVE,0,20,ENGLEWOOD,RT-4,"(41.77669582, -87.63657554)"
20-16-415-020-0000,327 W 61ST ST,0,20,ENGLEWOOD,RS-3,"(41.78323748, -87.63378311)"
20-16-324-019-0000,736 W 63RD ST,0,16,ENGLEWOOD,PD 74,"(41.7800395, -87.64398499)"
20-21-307-005-0000,6809 S EMERALD AVE,0,6,ENGLEWOOD,RT-4,"(41.77035832, -87.64278975)"
20-20-205-003-0000,901 W 63RD ST,12697,16,ENGLEWOOD,PD 1131,"(41.77943919, -87.64819731)"
20-29-212-030-0000,7208 S SANGAMON ST,3107,6,ENGLEWOOD,RS-3,"(41.76285438, -87.64834335)"
20-17-226-031-0000,5842 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.78744442, -87.65140873)"
20-16-320-018-0000,426 W 62ND ST,0,20,ENGLEWOOD,RS-3,"(41.7820092, -87.6362282)"
20-16-202-055-0000,5540 S WELLS ST,0,3,ENGLEWOOD,RS-3,"(41.79294914, -87.6321008)"
20-20-205-031-0000,6356 S PEORIA ST,0,16,ENGLEWOOD,RT-4,"(41.77805394, -87.6475204)"
20-21-324-031-0000,7032 S WALLACE ST,0,6,ENGLEWOOD,RS-3,"(41.7660701, -87.63990726)"
20-17-406-007-0000,5915 S PEORIA ST,0,16,ENGLEWOOD,RS-3,"(41.78646353, -87.64703517)"
20-17-423-066-0000,807 W 61ST ST,0,16,ENGLEWOOD,B2-2,"(41.78309076, -87.64519915)"
20-17-414-042-0000,6050 S GREEN ST,0,16,ENGLEWOOD,RS-3,"(41.78369118, -87.64645013)"
20-28-107-026-0000,7120 S STEWART AVE,0,6,ENGLEWOOD,RT-4,"(41.76464636, -87.63501859)"
20-20-231-014-0000,6639 S GREEN ST,0,6,ENGLEWOOD,RS-3,"(41.77311057, -87.64549176)"
20-17-229-032-0000,906 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78724744, -87.64794973)"
20-16-107-010-0000,435 W 56TH ST,0,20,ENGLEWOOD,RS-3,"(41.79281338, -87.63692875)"
20-16-200-008-0000,5529 S STEWART AVE,0,20,ENGLEWOOD,RS-3,"(41.79347201, -87.63495748)"
20-17-402-036-0000,5932 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.78594256, -87.65137392)"
20-20-407-042-0000,6754 S HALSTED ST,0,6,ENGLEWOOD,B3-2,"(41.77089581, -87.64492517)"
20-20-400-018-0000,6743 S RACINE AVE,0,16,ENGLEWOOD,RS-3,"(41.77109109, -87.65393373)"
20-20-408-014-0000,6833 S RACINE AVE,0,16,ENGLEWOOD,B1-1,"(41.76952093, -87.65408771)"
20-16-216-038-0000,5839 S SHIELDS AVE,0,20,ENGLEWOOD,RS-3,"(41.78794508, -87.63369108)"
20-16-313-023-0000,542 W 61ST ST,0,20,ENGLEWOOD,RS-3,"(41.78373541, -87.63927714)"
20-21-105-036-0000,6350 S NORMAL BLVD,4687,20,ENGLEWOOD,RT-4,"(41.77834185, -87.6378369)"
20-20-221-001-0000,6501 S SANGAMON ST,0,6,ENGLEWOOD,RS-3,"(41.77593878, -87.64798059)"
20-17-219-036-0000,5732 S MORGAN ST,3132,16,ENGLEWOOD,RS-3,"(41.7895799, -87.65024769)"
20-20-219-002-0000,6509 S CARPENTER ST,0,6,ENGLEWOOD,RS-3,"(41.77570005, -87.65040852)"
20-17-403-016-0000,5933 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.78594913, -87.65067343)"
20-16-302-014-0000,5938 S WALLACE ST,0,20,ENGLEWOOD,M1-2,"(41.78593479, -87.64041648)"
20-16-101-061-0000,5626 S UNION AVE,0,20,ENGLEWOOD,RS-3,"(41.79171957, -87.64300883)"
20-16-315-093-0000,751 W 61ST ST,969,16,ENGLEWOOD,B2-2,"(41.7831883, -87.64449482)"
20-16-218-029-0000,5738 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.7897977, -87.62943272)"
20-16-300-013-0000,5935 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78594951, -87.64459461)"
20-28-300-023-0000,7524 S EMERALD AVE,0,6,ENGLEWOOD,RS-3,"(41.75711203, -87.64337204)"
20-17-423-065-0000,807 W 61ST ST,0,16,ENGLEWOOD,B2-2,"(41.78309076, -87.64519915)"
20-17-218-017-0000,5741 S ABERDEEN ST,3125,16,ENGLEWOOD,RS-3,"(41.78934878, -87.65197597)"
20-17-417-039-0000,6158 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78158427, -87.65247662)"
20-17-419-041-0000,6150 S MORGAN ST,0,16,ENGLEWOOD,RS-3,"(41.78180408, -87.65004713)"
20-21-400-034-0000,318 W NORMAL PKWY NORTH,8513,6,ENGLEWOOD,RT-4,"(41.77160358, -87.63277358)"
20-17-418-013-0000,6121 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78255487, -87.6518027)"
20-17-210-023-0000,1048 W 57TH ST,0,16,ENGLEWOOD,RS-3,"(41.79078186, -87.65183047)"
20-17-213-016-0000,5649 S SANGAMON ST,0,16,ENGLEWOOD,RS-3,"(41.79102349, -87.64836461)"
20-16-306-039-0000,5946 S STEWART AVE,0,20,ENGLEWOOD,RS-3,"(41.78581645, -87.63561512)"
20-17-217-026-0000,5759 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.7888523, -87.65317605)"
20-17-231-023-0000,5840 S HALSTED ST,0,16,ENGLEWOOD,M1-2,"(41.78770733, -87.64536874)"
20-17-227-032-0000,5636 S HALSTED ST,0,20,ENGLEWOOD,B2-3,"(41.79133848, -87.64545291)"
20-16-109-015-0000,421 W TREMONT ST,0,20,ENGLEWOOD,RS-3,"(41.79190508, -87.63626364)"
20-17-411-017-0000,6043 S CARPENTER ST,3135,16,ENGLEWOOD,RS-3,"(41.78395363, -87.650624)"
20-20-413-026-0000,6808 S PEORIA ST,0,6,ENGLEWOOD,RS-3,"(41.77029989, -87.6473258)"
20-16-300-082-0000,5940 S UNION AVE,0,20,ENGLEWOOD,RS-3,"(41.78580152, -87.64287644)"
20-21-325-010-0000,7026 S PARNELL AVE,2251,6,ENGLEWOOD,RT-4,"(41.76628355, -87.63873217)"
20-16-314-005-0000,443 W 60TH PL,0,20,ENGLEWOOD,RS-3,"(41.78429744, -87.6368997)"
20-20-221-020-0000,6549 S SANGAMON ST,0,6,ENGLEWOOD,RS-3,"(41.7746388, -87.64794813)"
20-17-416-043-0000,6101 S RACINE AVE,0,16,ENGLEWOOD,RS-3,"(41.78309245, -87.65424457)"
20-17-225-021-0000,5840 S ABERDEEN ST,0,16,ENGLEWOOD,M1-1,"(41.78749922, -87.65262569)"
20-29-132-055-0000,7408 S RACINE AVE,3123,17,WEST ENGLEWOOD,B1-1,"(41.75924023, -87.65431811)"
20-16-315-091-0000,751 W 61ST ST,0,16,ENGLEWOOD,B2-2,"(41.78313315, -87.64417014)"
20-16-110-031-0000,524 W 57TH ST,0,20,ENGLEWOOD,RS-3,"(41.79103071, -87.63884193)"
20-16-300-001-0000,5901 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78690794, -87.64461941)"
20-17-414-036-0000,6034 S GREEN ST,0,16,ENGLEWOOD,PD 1206,"(41.78410288, -87.64646073)"
20-16-404-018-0000,5955 S WENTWORTH AVE,0,20,ENGLEWOOD,C1-1,"(41.78562581, -87.62994133)"
20-17-231-004-0000,5822 S HALSTED ST,0,16,ENGLEWOOD,M1-2,"(41.78831664, -87.64563565)"
20-20-213-015-0000,6447 S SANGAMON ST,0,16,ENGLEWOOD,RT-4,"(41.77648121, -87.64799505)"
20-20-210-023-0000,6406 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.77757506, -87.65115827)"
20-16-201-073-0000,5626 S PRINCETON AVE,0,3,ENGLEWOOD,RS-3,"(41.79187917, -87.63326628)"
20-17-207-009-0000,5545 S GREEN ST,0,20,ENGLEWOOD,RS-3,"(41.7925443, -87.64617994)"
20-20-215-037-0000,6436 S HALSTED ST,0,20,ENGLEWOOD,PD 74,"(41.77682758, -87.64509146)"
20-20-407-041-0000,6752 S HALSTED ST,0,6,ENGLEWOOD,B3-2,"(41.77096417, -87.64492682)"
20-16-219-002-0000,5741 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78973663, -87.62880966)"
20-20-217-016-0000,6537 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.77484043, -87.65281501)"
20-16-305-022-0000,446 W 60TH ST,0,20,ENGLEWOOD,RS-3,"(41.78550815, -87.63714581)"
20-21-129-031-0000,6623 S NORMAL BLVD,0,6,ENGLEWOOD,RT-4,"(41.77361924, -87.6364821)"
20-21-110-013-0000,645 W 64TH ST,0,20,ENGLEWOOD,PD 74,"(41.77769631, -87.64163294)"
20-16-100-070-0000,5652 S EMERALD AVE,0,20,ENGLEWOOD,RS-3,"(41.79094303, -87.64419884)"
20-21-302-026-0000,6714 S LOWE AVE,0,6,ENGLEWOOD,RT-4,"(41.77205081, -87.64068039)"
20-16-309-024-0000,656 W 61ST ST,0,16,ENGLEWOOD,RS-3,"(41.78367122, -87.64216803)"
20-16-306-012-0000,5931 S EGGLESTON AVE,0,20,ENGLEWOOD,RS-3,"(41.78622557, -87.63608586)"
20-16-411-026-0000,6022 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78474486, -87.62937461)"
20-16-304-032-0000,5926 S NORMAL BLVD,0,20,ENGLEWOOD,RS-3,"(41.78622769, -87.63799654)"
20-16-218-038-0000,5762 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78909586, -87.62950318)"
20-17-404-003-0000,949 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78670534, -87.6493071)"
20-16-313-016-0000,511 W 60TH PL,0,20,ENGLEWOOD,RS-3,"(41.78412909, -87.63815023)"
20-16-111-025-0000,5675 S NORMAL BLVD,0,20,ENGLEWOOD,RS-3,"(41.79095465, -87.63747189)"
20-16-303-006-0000,5920 S PARNELL AVE,0,20,ENGLEWOOD,M1-1,"(41.78643442, -87.6392211)"
20-20-414-036-0000,6846 S GREEN ST,0,6,ENGLEWOOD,RS-3,"(41.76921264, -87.64608628)"
20-17-404-034-0000,5940 S SANGAMON ST,0,16,ENGLEWOOD,RS-3,"(41.78578669, -87.64893829)"
20-16-320-012-0000,450 W 62ND ST,0,20,ENGLEWOOD,RS-3,"(41.78199312, -87.63724618)"
20-21-204-031-0000,6210 S STEWART AVE,0,20,ENGLEWOOD,RS-3,"(41.78135853, -87.63536961)"
20-17-423-044-0000,6122 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78267399, -87.64529406)"
20-21-114-009-0000,6425 S EGGLESTON AVE,0,20,ENGLEWOOD,RT-4,"(41.77725976, -87.63594048)"
20-16-218-001-0000,5739 S WENTWORTH AVE,0,20,ENGLEWOOD,C1-1,"(41.78978657, -87.6300644)"
20-16-209-021-0000,5714 S SHIELDS AVE,0,20,ENGLEWOOD,POS-2,"(41.79032073, -87.6337139)"
20-21-322-007-0000,7017 S EMERALD AVE,0,6,ENGLEWOOD,RS-3,"(41.76648806, -87.64284915)"
20-29-219-036-0000,7302 S MORGAN ST,0,17,ENGLEWOOD,RS-3,"(41.76128743, -87.64951628)"
20-17-404-014-0000,5929 S MORGAN ST,0,16,ENGLEWOOD,RS-3,"(41.78608649, -87.64945917)"
20-17-213-025-0000,5628 S PEORIA ST,0,16,ENGLEWOOD,RS-3,"(41.79162789, -87.64786665)"
20-21-130-016-0000,426 W MARQUETTE RD,0,6,ENGLEWOOD,RT-4,"(41.77289626, -87.63599864)"
20-20-413-039-0000,6842 S PEORIA ST,0,6,ENGLEWOOD,RS-3,"(41.76933311, -87.6473018)"
20-21-120-007-0000,6547 S PARNELL AVE,0,20,ENGLEWOOD,RT-4,"(41.77459269, -87.63850239)"
20-17-230-030-0000,840 W 59TH ST,0,16,ENGLEWOOD,C1-1,"(41.78726716, -87.64664583)"
20-16-412-037-0000,6005 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78533679, -87.62865812)"
20-20-323-023-0000,6934 S RACINE AVE,0,6,WEST ENGLEWOOD,B1-1,"(41.76794273, -87.65454513)"
20-16-217-001-0000,5801 S PRINCETON AVE,0,20,ENGLEWOOD,RS-3,"(41.78873044, -87.63249821)"
20-16-200-005-0000,5523 S STEWART AVE,0,20,ENGLEWOOD,RS-3,"(41.79367778, -87.63496318)"
20-17-428-029-0000,6222 S SANGAMON ST,0,16,ENGLEWOOD,C1-2,"(41.78036461, -87.64879615)"
20-20-211-001-0000,6401 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.77772177, -87.65046099)"
20-20-230-028-0000,6626 S GREEN ST,0,6,ENGLEWOOD,RS-3,"(41.77344454, -87.64619029)"
20-16-200-012-0000,5529 S STEWART AVE,0,20,ENGLEWOOD,RS-3,"(41.79347201, -87.63495748)"
20-16-300-012-0000,5933 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78609103, -87.64479973)"
20-17-211-034-0000,5628 S MORGAN ST,0,16,ENGLEWOOD,RS-3,"(41.79157017, -87.65029956)"
20-21-119-006-0000,515 W 65TH ST,0,20,ENGLEWOOD,RT-4,"(41.77594064, -87.63809389)"
20-16-305-041-0000,5960 S EGGLESTON AVE,0,20,ENGLEWOOD,RS-3,"(41.78543724, -87.63676264)"
20-16-102-001-0000,659 W GARFIELD BLVD,0,20,ENGLEWOOD,RT-4,"(41.79378505, -87.64255321)"
20-16-219-023-0000,5823 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78824183, -87.62874227)"
20-16-300-005-0000,5911 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78663838, -87.64461243)"
20-16-307-011-0000,729 W 60TH ST,0,16,ENGLEWOOD,RS-3,"(41.7847967, -87.64369701)"
20-21-123-024-0000,6622 S UNION AVE,0,6,ENGLEWOOD,RT-4,"(41.77356201, -87.64297254)"
20-21-105-029-0000,6326 S NORMAL BLVD,0,20,ENGLEWOOD,RT-4,"(41.77904872, -87.63785673)"
20-17-428-026-0000,6220 S SANGAMON ST,0,16,ENGLEWOOD,C1-2,"(41.78043323, -87.64879779)"
20-17-209-042-0000,5648 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.79095691, -87.65271707)"
20-20-415-024-0000,814 W 69TH ST,6250,6,ENGLEWOOD,RS-3,"(41.76898298, -87.64537907)"
20-20-405-002-0000,6705 S SANGAMON ST,0,6,ENGLEWOOD,RS-3,"(41.77222001, -87.64788528)"
20-17-414-028-0000,6014 S GREEN ST,0,16,ENGLEWOOD,PD 1206,"(41.78469508, -87.64647591)"
20-16-300-014-0000,5937 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78587804, -87.64459275)"
20-21-327-023-0000,7014 S EGGLESTON AVE,0,6,ENGLEWOOD,RT-4,"(41.76660537, -87.63631599)"
20-16-300-017-0000,5945 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78567201, -87.64458077)"
20-16-318-033-0000,643 W 61ST PL,0,16,ENGLEWOOD,RS-3,"(41.78227145, -87.64169542)"
20-17-423-064-0000,807 W 61ST ST,0,16,ENGLEWOOD,B2-2,"(41.78309076, -87.64519915)"
20-16-321-090-0000,610 W ENGLEWOOD AVE,0,16,ENGLEWOOD,RS-3,"(41.78098982, -87.64046809)"
20-16-322-011-0000,517 W 62ND ST,0,20,ENGLEWOOD,RS-3,"(41.78145262, -87.63830611)"
20-17-415-008-0000,6031 S GREEN ST,0,16,ENGLEWOOD,RS-3,"(41.78425093, -87.64596666)"
20-17-222-004-0000,5715 S PEORIA ST,0,16,ENGLEWOOD,RS-3,"(41.7902007, -87.64713188)"
20-16-306-043-0000,5954 S STEWART AVE,0,20,ENGLEWOOD,RS-3,"(41.78555098, -87.63560854)"
20-21-105-038-0000,6358 S NORMAL BLVD,0,20,ENGLEWOOD,RT-4,"(41.77815151, -87.63783152)"
20-21-307-032-0000,700 W 69TH ST,0,6,ENGLEWOOD,B3-2,"(41.76903356, -87.64213154)"
20-21-112-035-0000,6450 S NORMAL BLVD,0,20,ENGLEWOOD,RT-4,"(41.77651791, -87.63778546)"
20-21-110-016-0000,638 W 64TH ST,0,20,ENGLEWOOD,PD 74,"(41.7777759, -87.64128318)"
20-17-404-020-0000,5945 S MORGAN ST,0,16,ENGLEWOOD,RS-3,"(41.78560617, -87.64944707)"
20-16-204-066-0000,5648 S LA SALLE ST,0,3,ENGLEWOOD,B3-1,"(41.7913527, -87.62957749)"
20-16-309-035-0000,6034 S WALLACE ST,0,16,ENGLEWOOD,RS-3,"(41.78406192, -87.6405579)"
20-17-426-021-0000,6208 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.78112428, -87.65124908)"
20-20-225-036-0000,6644 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.77287338, -87.65224908)"
20-21-105-031-0000,6330 S NORMAL BLVD,0,20,ENGLEWOOD,RT-4,"(41.77890676, -87.63785275)"
20-21-204-028-0000,6204 S STEWART AVE,0,20,ENGLEWOOD,RS-3,"(41.78153456, -87.63523622)"
20-21-300-018-0000,6745 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.77119252, -87.64419162)"
20-21-306-029-0000,6834 S EMERALD AVE,0,6,ENGLEWOOD,RT-4,"(41.76955571, -87.64359244)"
20-17-414-027-0000,6010 S GREEN ST,0,16,ENGLEWOOD,PD 1206,"(41.78478083, -87.64647812)"
20-16-304-022-0000,512 W 60TH ST,0,20,ENGLEWOOD,RS-3,"(41.78550111, -87.63833599)"
20-16-306-008-0000,5921 S EGGLESTON AVE,0,20,ENGLEWOOD,RS-3,"(41.78652635, -87.63609273)"
20-16-323-023-0000,438 W ENGLEWOOD AVE,0,20,ENGLEWOOD,RS-3,"(41.78092576, -87.63662806)"
20-20-209-005-0000,6415 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.77727719, -87.65287913)"
20-16-318-076-0000,618 W 62ND ST,0,16,ENGLEWOOD,RS-3,"(41.78189941, -87.64076908)"
20-17-230-024-0000,5840 S GREEN ST,0,16,ENGLEWOOD,M1-1,"(41.78758282, -87.64654998)"
20-16-204-060-0000,5646 S LA SALLE ST,0,3,ENGLEWOOD,B3-1,"(41.79142126, -87.6295793)"
20-20-419-007-0000,1011 W 69TH ST,0,6,ENGLEWOOD,RS-3,"(41.76851577, -87.6498787)"
20-21-302-015-0000,6733 S UNION AVE,0,6,ENGLEWOOD,RT-4,"(41.77125469, -87.64130426)"
20-21-310-016-0000,6810 S PARNELL AVE,0,6,ENGLEWOOD,RT-4,"(41.77035048, -87.63897708)"
20-21-116-023-0000,6557 S EMERALD AVE,3580,20,ENGLEWOOD,RT-4,"(41.77456148, -87.6433847)"
20-28-101-029-0000,7124 S UNION AVE,0,6,ENGLEWOOD,RS-3,"(41.76443606, -87.64195261)"
20-16-402-005-0000,341 W 59TH PL,0,20,ENGLEWOOD,RS-3,"(41.78603301, -87.63437995)"
20-16-302-036-0000,5919 S LOWE AVE,0,20,ENGLEWOOD,M1-2,"(41.78649035, -87.64091825)"
20-16-100-009-0000,5527 S HALSTED ST,0,20,ENGLEWOOD,B3-2,"(41.79301761, -87.64475887)"
20-17-408-006-0000,6017 S RACINE AVE,0,16,ENGLEWOOD,B1-1,"(41.78453819, -87.65428078)"
20-17-401-046-0000,5956 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78530322, -87.65257191)"
20-16-317-032-0000,6114 S STEWART AVE,0,20,ENGLEWOOD,RS-3,"(41.78305024, -87.6355018)"
20-16-204-020-0000,5625 S WENTWORTH AVE,0,3,ENGLEWOOD,B3-1,"(41.79201961, -87.63011964)"
20-20-416-034-0000,6956 S MAY ST,0,6,ENGLEWOOD,RS-3,"(41.76704427, -87.65330777)"
20-16-321-073-0000,658 W ENGLEWOOD AVE,4602,16,ENGLEWOOD,RS-3,"(41.78095994, -87.64222272)"
20-29-215-037-0000,7234 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.76226053, -87.64470902)"
20-21-125-020-0000,6612 S LOWE AVE,0,6,ENGLEWOOD,RT-4,"(41.77389103, -87.64102073)"
20-21-103-018-0000,514 W 63RD PL,0,20,ENGLEWOOD,PD 280,"(41.77862789, -87.64135757)"
20-17-401-041-0000,5942 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78564686, -87.65258063)"
20-20-429-001-0000,7001 S SANGAMON ST,0,6,ENGLEWOOD,RT-4,"(41.76680139, -87.64775231)"
20-21-205-021-0000,6426 S YALE AVE,4493,20,ENGLEWOOD,RT-4,"(41.77726834, -87.63220562)"
20-21-316-034-0000,6946 S WALLACE ST,0,6,ENGLEWOOD,RS-3,"(41.76734403, -87.63994086)"
20-16-302-031-0000,600 W 60TH ST,0,20,ENGLEWOOD,RS-3,"(41.78486378, -87.64022591)"
20-20-421-005-0000,901 W 69TH ST,0,6,ENGLEWOOD,RM-5,"(41.76855677, -87.64715942)"
20-16-316-014-0000,513 W 61ST ST,0,20,ENGLEWOOD,RS-3,"(41.78324049, -87.63814371)"
20-16-422-015-0000,218 W 63RD ST,0,20,ENGLEWOOD,M1-2,"(41.78017448, -87.63203347)"
20-20-410-042-0000,1034 W 69TH ST,0,16,ENGLEWOOD,RS-3,"(41.76897144, -87.65075063)"
20-21-323-001-0000,7001 S UNION AVE,0,6,ENGLEWOOD,RS-3,"(41.76691477, -87.64165162)"
20-21-122-001-0000,6535 S NORMAL BLVD,7500,20,ENGLEWOOD,RT-4,"(41.77513815, -87.63653224)"
20-21-103-023-0000,619 W 64TH ST,0,20,ENGLEWOOD,B1-3,"(41.77788287, -87.64076032)"
20-17-401-021-0000,5939 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.78577725, -87.6530972)"
20-21-209-043-0000,6543 S HARVARD AVE,0,20,ENGLEWOOD,RT-4,"(41.77522366, -87.63284062)"
20-16-409-009-0000,335 W 60TH PL,0,20,ENGLEWOOD,RS-3,"(41.78421684, -87.63413754)"
20-17-426-002-0000,6205 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78124891, -87.65176892)"
20-16-316-009-0000,529 W 61ST ST,0,20,ENGLEWOOD,RS-3,"(41.78337781, -87.63870095)"
20-28-107-034-0000,400 W 72ND ST,0,6,ENGLEWOOD,B3-2,"(41.76368046, -87.63508209)"
20-16-321-076-0000,646 W ENGLEWOOD AVE,4062,16,ENGLEWOOD,RS-3,"(41.78096665, -87.64182962)"
20-16-313-010-0000,535 W 60TH PL,0,20,ENGLEWOOD,RS-3,"(41.78411598, -87.63896579)"
20-16-300-018-0000,5949 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78560308, -87.64456572)"
20-21-116-006-0000,739 W 65TH ST,0,20,ENGLEWOOD,RT-4,"(41.77636447, -87.64344562)"
20-20-231-031-0000,6638 S HALSTED ST,0,6,ENGLEWOOD,B3-2,"(41.77313537, -87.64499133)"
20-17-401-015-0000,5923 S MAY ST,3125,16,ENGLEWOOD,RS-3,"(41.78618962, -87.6531076)"
20-20-202-032-0000,6338 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.77846073, -87.65118151)"
20-21-208-006-0000,6527 S STEWART AVE,0,20,ENGLEWOOD,RT-4,"(41.77567553, -87.63478878)"
20-29-213-007-0000,7215 S SANGAMON ST,0,6,ENGLEWOOD,RS-3,"(41.76279718, -87.64764313)"
20-17-402-026-0000,5953 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78538628, -87.65187595)"
20-20-401-023-0000,6757 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.77072471, -87.65270702)"
20-16-114-011-0000,5725 S UNION AVE,0,20,ENGLEWOOD,RS-3,"(41.78990075, -87.64226112)"
20-20-223-032-0000,6552 S HALSTED ST,0,20,ENGLEWOOD,B3-2,"(41.77454324, -87.64501501)"
20-16-204-067-0000,5650 S LA SALLE ST,0,3,ENGLEWOOD,B3-1,"(41.79128413, -87.6295757)"
20-17-400-042-0000,5948 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.7854933, -87.65378833)"
20-20-226-045-0000,1032 W MARQUETTE RD,0,6,ENGLEWOOD,RS-3,"(41.77264277, -87.65090463)"
20-21-113-037-0000,453 W 64TH ST,0,20,ENGLEWOOD,RT-4,"(41.77787918, -87.63698949)"
20-16-219-014-0000,5801 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78885871, -87.62878486)"
20-20-202-017-0000,6343 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.77838478, -87.65169551)"
20-29-202-024-0000,7104 S CARPENTER ST,0,6,ENGLEWOOD,RS-3,"(41.76491263, -87.65082261)"
20-20-210-043-0000,6456 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.77617296, -87.65112131)"
20-21-106-011-0000,6351 S NORMAL BLVD,0,20,ENGLEWOOD,RT-4,"(41.77833752, -87.63713632)"
20-16-325-013-0000,517 W ENGLEWOOD AVE,4875,20,ENGLEWOOD,RS-3,"(41.78052623, -87.63825185)"
20-28-112-003-0000,7232 S STEWART AVE,0,6,ENGLEWOOD,POS-1,"(41.76210726, -87.63484754)"
20-16-321-003-0000,6215 S HALSTED ST,0,16,ENGLEWOOD,C1-2,"(41.7810889, -87.64444683)"
20-16-301-028-0000,641 W 59TH ST,2461,20,ENGLEWOOD,RS-3,"(41.78685419, -87.64172896)"
20-20-227-026-0000,6624 S MORGAN ST,0,6,ENGLEWOOD,RS-3,"(41.7734609, -87.64983246)"
20-21-304-011-0000,6745 S PARNELL AVE,0,6,ENGLEWOOD,RT-4,"(41.77125868, -87.63832224)"
20-16-300-006-0000,5913 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78656982, -87.64461067)"
20-21-125-015-0000,6602 S LOWE AVE,0,6,ENGLEWOOD,RT-4,"(41.77417262, -87.64102879)"
20-17-229-006-0000,5819 S SANGAMON ST,0,16,ENGLEWOOD,RS-3,"(41.78823648, -87.64829238)"
20-29-215-038-0000,7242 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.76215765, -87.64470644)"
20-29-216-005-0000,7315 S RACINE AVE,0,17,ENGLEWOOD,B1-1,"(41.76095635, -87.65366369)"
20-17-421-022-0000,6106 S PEORIA ST,0,16,ENGLEWOOD,RS-3,"(41.78318475, -87.64765125)"
20-20-405-011-0000,6725 S SANGAMON ST,0,6,ENGLEWOOD,RS-3,"(41.77160452, -87.64786852)"
20-21-400-014-0000,319 W MARQUETTE RD,0,6,ENGLEWOOD,RT-4,"(41.77233723, -87.63303291)"
20-17-229-029-0000,924 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78708434, -87.64855939)"
20-16-415-042-0000,338 W 61ST PL,0,20,ENGLEWOOD,RS-3,"(41.78276964, -87.63423681)"
20-21-204-033-0000,6214 S STEWART AVE,0,20,ENGLEWOOD,RS-3,"(41.77739442, -87.63448157)"
20-20-202-040-0000,6323 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.77900114, -87.65179865)"
20-17-419-042-0000,6152 S MORGAN ST,0,16,ENGLEWOOD,RS-3,"(41.78173547, -87.65004544)"
